"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"197",0,6.90916497071305,0.981,0.09,0,"10","TPSB2"
"198",0,6.60483693259683,0.97,0.093,0,"10","TPSAB1"
"199",0,6.39698578370743,0.894,0.049,0,"10","CPA3"
"200",0,5.10316970488386,0.709,0.064,0,"10","KIT"
"201",0,5.6285036429417,0.661,0.036,0,"10","IL1RL1"
"202",0,1.90026113960065,0.525,0.163,0,"10","RGS1"
"203",0,3.54164297935363,0.405,0.058,0,"10","PTGS1"
"204",0,3.19403268129305,0.347,0.056,0,"10","HPGDS"
"205",0,1.95953545797986,0.396,0.118,0,"10","CLU"
"206",0,2.98179424775997,0.307,0.051,0,"10","IL18R1"
"207",5.72133873268543e-273,1.70732550011726,0.438,0.175,5.60691195803172e-270,"10","RGS2"
"208",3.00741054787877e-256,2.26019483384927,0.346,0.125,2.94726233692119e-253,"10","LIF"
"209",9.73856209681262e-197,0.993977538138395,0.617,0.344,9.54379085487637e-194,"10","SRGN"
"210",2.13765510684811e-95,1.23760785326362,0.396,0.238,2.09490200471115e-92,"10","CD9"
"211",1.9850363582844e-91,0.702408497800866,0.593,0.4,1.94533563111871e-88,"10","VIM"
"212",2.03435031718273e-55,1.59687302084657,0.291,0.185,1.99366331083907e-52,"10","CTSG"
"213",1.80381074423156e-35,0.735486542121052,0.354,0.257,1.76773452934693e-32,"10","S100A4"
"214",1.31655044980642e-27,0.669909421788699,0.392,0.309,1.29021944081029e-24,"10","CD44"
"215",2.03235088598461e-23,0.827105705833617,0.269,0.195,1.99170386826492e-20,"10","NFKBIA"
"216",3.68226392048685e-19,0.485492555390793,0.438,0.367,3.60861864207712e-16,"10","ZFP36"
"217",0,5.22572371059314,0.915,0.059,0,"11","GZMB"
"218",1.94673414301769e-263,3.93525056392993,0.71,0.068,1.90779946015734e-260,"11","IL3RA"
"219",2.82396920577654e-151,4.0747387288132,0.58,0.075,2.76748982166101e-148,"11","IRF4"
"220",1.45009779471747e-116,3.93619988825135,0.716,0.154,1.42109583882312e-113,"11","PTGDS"
"221",3.42192733764468e-87,2.35925285137412,0.886,0.312,3.35348879089179e-84,"11","CXCR4"
"222",2.65661950812822e-82,2.83241795785412,0.398,0.059,2.60348711796566e-79,"11","CXCR3"
"223",6.93560463718301e-79,2.30568960278482,0.688,0.173,6.79689254443935e-76,"11","CIITA"
"224",8.38274159541514e-79,2.66128410063731,0.562,0.121,8.21508676350684e-76,"11","GPR183"
"225",1.01606933796175e-67,2.43316364113286,0.54,0.124,9.95747951202514e-65,"11","PLAC8"
"226",1.5699397389687e-66,2.71805209589735,0.392,0.068,1.53854094418933e-63,"11","GZMH"
"227",5.79047530756329e-52,3.27521742821014,0.278,0.045,5.67466580141202e-49,"11","TCL1A"
"228",1.63975593808617e-46,1.9357905390778,0.778,0.368,1.60696081932445e-43,"11","ZFP36"
"229",7.62754965933151e-44,2.16631042798385,0.341,0.072,7.47499866614488e-41,"11","CSF2RB"
"230",1.05152229659022e-41,1.79572032599415,0.591,0.21,1.03049185065842e-38,"11","GAS6"
"231",9.14692720507173e-32,1.75165530043565,0.364,0.1,8.9639886609703e-29,"11","CD4"
"232",3.61129978351397e-29,1.99577947102199,0.489,0.181,3.53907378784369e-26,"11","RGS2"
"233",2.57154148643063e-28,1.78565269091797,0.381,0.118,2.52011065670202e-25,"11","CSF2RA"
"234",7.19987623009769e-27,1.83233156611945,0.466,0.171,7.05587870549573e-24,"11","RGS1"
"235",8.70426555341727e-18,1.82941210693897,0.358,0.146,8.53018024234892e-15,"11","MX1"
"236",1.26804064971106e-15,1.72148316541385,0.256,0.089,1.24267983671684e-12,"11","LAIR1"
